date,open,high,low,close,adj close,first_diff,pc_change,year,month,day,day_of_week
2005-02-18,1200.75,1202.920044,1197.349976,1201.589966,1201.589966,0.839966000000004,0.06995344576306017,2005,2,18,4
2005-02-22,1201.589966,1202.47998,1184.160034,1184.160034,1184.160034,-17.429932000000008,-1.4505723660478753,2005,2,22,1
2005-02-23,1184.160034,1193.52002,1184.160034,1190.800049,1190.800049,6.6400149999999485,0.560736286426633,2005,2,23,2
2005-02-24,1190.800049,1200.420044,1187.800049,1200.199951,1200.199951,9.399902000000111,0.7893770249584708,2005,2,24,3
2005-02-25,1200.199951,1212.150024,1199.609985,1211.369995,1211.369995,11.170043999999962,0.9306819243487752,2005,2,25,4
2005-02-28,1211.369995,1211.369995,1198.130005,1203.599976,1203.599976,-7.7700190000000475,-0.6414240927273496,2005,2,28,0
2005-03-01,1203.599976,1212.25,1203.599976,1210.410034,1210.410034,6.810058000000026,0.5658074223823473,2005,3,1,1
2005-03-02,1210.410034,1215.790039,1204.219971,1210.079956,1210.079956,-0.3300779999999577,-0.027269932562368204,2005,3,2,2
2005-03-03,1210.079956,1215.719971,1204.449951,1210.469971,1210.469971,0.3900149999999485,0.03223051485699013,2005,3,3,3
2005-03-04,1210.469971,1224.76001,1210.469971,1222.119995,1222.119995,11.65002400000003,0.9624380843066715,2005,3,4,4
2005-03-07,1222.119995,1229.109985,1222.119995,1225.310059,1225.310059,3.190063999999893,0.26102706878630144,2005,3,7,0
2005-03-08,1225.310059,1225.689941,1218.569946,1219.430054,1219.430054,-5.880004999999983,-0.47987894629697436,2005,3,8,1
2005-03-09,1219.430054,1219.430054,1206.660034,1207.01001,1207.01001,-12.420043999999962,-1.018512210623268,2005,3,9,2
2005-03-10,1207.01001,1211.22998,1201.410034,1209.25,1209.25,2.2399900000000343,0.18558172520872773,2005,3,10,3
2005-03-11,1209.25,1213.040039,1198.150024,1200.079956,1200.079956,-9.170043999999962,-0.7583249121356217,2005,3,11,4
2005-03-14,1200.079956,1206.829956,1199.51001,1206.829956,1206.829956,6.75,0.562462523122087,2005,3,14,0
2005-03-15,1206.829956,1210.540039,1197.75,1197.75,1197.75,-9.079956000000038,-0.7523807272811878,2005,3,15,1
2005-03-16,1197.75,1197.75,1185.609985,1188.069946,1188.069946,-9.680053999999927,-0.8081865163848789,2005,3,16,2
2005-03-17,1188.069946,1193.280029,1186.339966,1190.209961,1190.209961,2.1400149999999485,0.1801253375026457,2005,3,17,3
2005-03-18,1190.209961,1191.97998,1182.780029,1189.650024,1189.650024,-0.5599369999999908,-0.0470452288543699,2005,3,18,4
2005-03-21,1189.650024,1189.650024,1178.819946,1183.780029,1183.780029,-5.869995000000017,-0.49342200492402677,2005,3,21,0
2005-03-22,1183.780029,1189.589966,1171.630005,1171.709961,1171.709961,-12.070067999999992,-1.0196208505220516,2005,3,22,1
2005-03-23,1171.709961,1176.26001,1168.699951,1172.530029,1172.530029,0.820067999999992,0.06998899277941284,2005,3,23,2
2005-03-24,1172.530029,1180.109985,1171.420044,1171.420044,1171.420044,-1.1099850000000515,-0.09466580578296746,2005,3,24,3
2005-03-28,1171.420044,1179.910034,1171.420044,1174.280029,1174.280029,2.8599850000000515,0.24414683824549588,2005,3,28,0
2005-03-29,1174.280029,1179.390015,1163.689941,1165.359985,1165.359985,-8.920043999999962,-0.7596181302339078,2005,3,29,1
2005-03-30,1165.359985,1181.540039,1165.359985,1181.410034,1181.410034,16.050048999999944,1.3772610357819959,2005,3,30,2
2005-03-31,1181.410034,1184.530029,1179.48999,1180.589966,1180.589966,-0.820067999999992,-0.06941434187954787,2005,3,31,3
2005-04-01,1180.589966,1189.800049,1169.910034,1172.920044,1172.920044,-7.669922000000042,-0.6496685742626407,2005,4,1,4
2005-04-04,1172.790039,1178.609985,1167.719971,1176.119995,1176.119995,3.1999510000000555,0.2728191931214097,2005,4,4,0
2005-04-05,1176.119995,1183.560059,1176.119995,1181.390015,1181.390015,5.270019999999931,0.4480852313032857,2005,4,5,1
2005-04-06,1181.390015,1189.339966,1181.390015,1184.069946,1184.069946,2.679931000000124,0.2268455773261513,2005,4,6,2
2005-04-07,1184.069946,1191.880005,1183.810059,1191.140015,1191.140015,7.070068999999876,0.5970989318565101,2005,4,7,3
2005-04-08,1191.140015,1191.75,1181.130005,1181.199951,1181.199951,-9.940063999999893,-0.8345000482583798,2005,4,8,4
2005-04-11,1181.199951,1184.069946,1178.689941,1181.209961,1181.209961,0.010009999999965657,0.0008474433131677728,2005,4,11,0
2005-04-12,1181.209961,1190.170044,1170.849976,1187.76001,1187.76001,6.5500489999999445,0.5545202983604058,2005,4,12,1
2005-04-13,1187.76001,1187.76001,1171.400024,1173.790039,1173.790039,-13.969970999999987,-1.1761610832477842,2005,4,13,2
2005-04-14,1173.790039,1174.670044,1161.699951,1162.050049,1162.050049,-11.739990000000034,-1.000178022468301,2005,4,14,3
2005-04-15,1162.050049,1162.050049,1141.920044,1142.619995,1142.619995,-19.430053999999927,-1.6720496691790876,2005,4,15,4
2005-04-18,1142.619995,1148.920044,1139.800049,1145.97998,1145.97998,3.3599850000000515,0.29405970617555344,2005,4,18,0
2005-04-19,1145.97998,1154.670044,1145.97998,1152.780029,1152.780029,6.8000489999999445,0.5933828791668816,2005,4,19,1
2005-04-20,1152.780029,1155.5,1136.150024,1137.5,1137.5,-15.280029000000013,-1.3254939030523438,2005,4,20,2
2005-04-21,1137.5,1159.949951,1137.5,1159.949951,1159.949951,22.449951000000056,1.9736220659340775,2005,4,21,3
2005-04-22,1159.949951,1159.949951,1142.949951,1152.119995,1152.119995,-7.829956000000038,-0.6750253313300147,2005,4,22,4
2005-04-25,1152.119995,1164.050049,1152.119995,1162.099976,1162.099976,9.979980999999952,0.8662275668603447,2005,4,25,0
2005-04-26,1162.099976,1164.800049,1151.829956,1151.829956,1151.829956,-10.270019999999931,-0.8837466837706809,2005,4,26,1
2005-04-27,1151.73999,1159.869995,1144.420044,1156.380005,1156.380005,4.5500489999999445,0.39502784037681593,2005,4,27,2
2005-04-28,1156.380005,1156.380005,1143.219971,1143.219971,1143.219971,-13.160033999999996,-1.138037145496995,2005,4,28,3
2005-04-29,1143.219971,1156.969971,1139.189941,1156.849976,1156.849976,13.630004999999983,1.1922469293532023,2005,4,29,4
2005-05-02,1156.849976,1162.869995,1154.709961,1162.160034,1162.160034,5.310058000000026,0.45901007997255494,2005,5,2,0
2005-05-03,1162.160034,1166.890015,1156.709961,1161.170044,1161.170044,-0.9899900000000343,-0.0851853420387072,2005,5,3,1
2005-05-04,1161.170044,1176.01001,1161.170044,1175.650024,1175.650024,14.479980000000069,1.2470163241655285,2005,5,4,2
2005-05-05,1175.650024,1178.619995,1166.77002,1172.630005,1172.630005,-3.0200190000000475,-0.25688078410655013,2005,5,5,3
2005-05-06,1172.630005,1177.75,1170.5,1171.349976,1171.349976,-1.2800290000000132,-0.10915881348269041,2005,5,6,4
2005-05-09,1171.349976,1178.869995,1169.380005,1178.839966,1178.839966,7.489990000000034,0.6394322920957762,2005,5,9,0
2005-05-10,1178.839966,1178.839966,1162.97998,1166.219971,1166.219971,-12.619995000000017,-1.0705435312667433,2005,5,10,1
2005-05-11,1166.219971,1171.77002,1157.709961,1171.109985,1171.109985,4.890014000000065,0.4193046013272195,2005,5,11,2
2005-05-12,1171.109985,1173.369995,1157.76001,1159.359985,1159.359985,-11.75,-1.003321647880917,2005,5,12,3
2005-05-13,1159.359985,1163.75,1146.180054,1154.050049,1154.050049,-5.309936000000107,-0.45800580222717935,2005,5,13,4
2005-05-16,1154.050049,1165.75,1153.640015,1165.689941,1165.689941,11.639892000000145,1.0086124089753623,2005,5,16,0
2005-05-17,1165.689941,1174.349976,1159.859985,1173.800049,1173.800049,8.110107999999855,0.6957345787030222,2005,5,17,1
2005-05-18,1173.800049,1187.900024,1173.800049,1185.560059,1185.560059,11.760009999999966,1.0018750646686891,2005,5,18,2
2005-05-19,1185.560059,1191.089966,1184.48999,1191.079956,1191.079956,5.519897000000128,0.465594042081352,2005,5,19,3
2005-05-20,1191.079956,1191.219971,1185.189941,1189.280029,1189.280029,-1.7999270000000251,-0.1511172269277994,2005,5,20,4
2005-05-23,1189.280029,1197.439941,1188.76001,1193.859985,1193.859985,4.579956000000038,0.3851032463608295,2005,5,23,0
2005-05-24,1193.859985,1195.290039,1189.869995,1194.069946,1194.069946,0.20996100000002116,0.017586735684083088,2005,5,24,1
2005-05-25,1194.069946,1194.069946,1185.959961,1190.01001,1190.01001,-4.059936000000107,-0.3400082226003964,2005,5,25,2
2005-05-26,1190.01001,1198.949951,1190.01001,1197.619995,1197.619995,7.6099850000000515,0.6394891585828066,2005,5,26,3
2005-05-27,1197.619995,1199.560059,1195.280029,1198.780029,1198.780029,1.160033999999996,0.09686160926196674,2005,5,27,4
2005-05-31,1198.780029,1198.780029,1191.5,1191.5,1191.5,-7.280029000000013,-0.6072864765750974,2005,5,31,1
2005-06-01,1191.5,1205.640015,1191.030029,1202.219971,1202.219971,10.719970999999987,0.8997038187159134,2005,6,1,2
2005-06-02,1202.27002,1204.670044,1198.420044,1204.290039,1204.290039,2.070067999999992,0.1721871246472606,2005,6,2,3
2005-06-03,1204.290039,1205.089966,1194.550049,1196.02002,1196.02002,-8.270019000000048,-0.6867132278921106,2005,6,3,4
2005-06-06,1196.02002,1198.780029,1192.75,1197.51001,1197.51001,1.4899900000000343,0.12457901833449192,2005,6,6,0
2005-06-07,1197.51001,1208.849976,1197.26001,1197.26001,1197.26001,-0.25,-0.020876652212697966,2005,6,7,1
2005-06-08,1197.26001,1201.969971,1193.329956,1194.670044,1194.670044,-2.589966000000004,-0.21632443899968212,2005,6,8,2
2005-06-09,1194.670044,1201.859985,1191.089966,1200.930054,1200.930054,6.260009999999966,0.5239948914296244,2005,6,9,3
2005-06-10,1200.930054,1202.790039,1192.640015,1198.109985,1198.109985,-2.820068999999876,-0.23482375102588104,2005,6,10,4
2005-06-13,1198.109985,1206.030029,1194.51001,1200.819946,1200.819946,2.709961000000021,0.22618632962982943,2005,6,13,0
2005-06-14,1200.819946,1207.530029,1200.180054,1203.910034,1203.910034,3.0900879999999233,0.25733150172040364,2005,6,14,1
2005-06-15,1203.910034,1208.079956,1198.660034,1206.579956,1206.579956,2.6699220000000423,0.22177089023249774,2005,6,15,2
2005-06-16,1206.550049,1212.099976,1205.469971,1210.959961,1210.959961,4.380004999999983,0.3630099255519159,2005,6,16,3
2005-06-17,1210.930054,1219.550049,1210.930054,1216.959961,1216.959961,6.0,0.4954746806860033,2005,6,17,4
2005-06-20,1216.959961,1219.099976,1210.650024,1216.099976,1216.099976,-0.8599850000000515,-0.0706666634532005,2005,6,20,0
2005-06-21,1216.099976,1217.130005,1211.859985,1213.609985,1213.609985,-2.489990999999918,-0.20475216258041273,2005,6,21,1
2005-06-22,1213.609985,1219.589966,1211.689941,1213.880005,1213.880005,0.2700199999999313,0.02224932254490941,2005,6,22,2
2005-06-23,1213.880005,1216.449951,1200.719971,1200.72998,1200.72998,-13.150024999999914,-1.0833051822119688,2005,6,23,3
2005-06-24,1200.72998,1200.900024,1191.449951,1191.569946,1191.569946,-9.160033999999996,-0.7628720988543947,2005,6,24,4
2005-06-27,1191.569946,1194.329956,1188.300049,1190.689941,1190.689941,-0.8800049999999828,-0.07385256761083259,2005,6,27,0
2005-06-28,1190.689941,1202.540039,1190.689941,1201.569946,1201.569946,10.880004999999983,0.9137563546444794,2005,6,28,1
2005-06-29,1201.569946,1204.069946,1198.699951,1199.849976,1199.849976,-1.719970000000103,-0.1431435602834319,2005,6,29,2
2005-06-30,1199.849976,1203.27002,1190.51001,1191.329956,1191.329956,-8.520019999999931,-0.7100904421737386,2005,6,30,3
2005-07-01,1191.329956,1197.890015,1191.329956,1194.439941,1194.439941,3.1099850000000515,0.2610515234958255,2005,7,1,4
2005-07-05,1194.439941,1206.339966,1192.48999,1204.98999,1204.98999,10.550048999999944,0.8832632464690793,2005,7,5,1
2005-07-06,1204.98999,1206.109985,1194.780029,1194.939941,1194.939941,-10.050048999999944,-0.8340358910367329,2005,7,6,2
2005-07-07,1194.939941,1198.459961,1183.550049,1197.869995,1197.869995,2.9300539999999273,0.24520512700814123,2005,7,7,3
2005-07-08,1197.869995,1212.72998,1197.199951,1211.859985,1211.859985,13.989990000000034,1.167905537194791,2005,7,8,4
2005-07-11,1211.859985,1220.030029,1211.859985,1219.439941,1219.439941,7.579956000000038,0.6254811689322404,2005,7,11,0
2005-07-12,1219.439941,1225.540039,1216.599976,1222.209961,1222.209961,2.7700199999999313,0.22715509857158533,2005,7,12,1
2005-07-13,1222.209961,1224.459961,1219.640015,1223.290039,1223.290039,1.0800779999999577,0.08837090471069953,2005,7,13,2
2005-07-14,1223.290039,1233.160034,1223.290039,1226.5,1226.5,3.209961000000021,0.2624039187488325,2005,7,14,3
2005-07-15,1226.5,1229.530029,1223.5,1227.920044,1227.920044,1.4200439999999617,0.11578018752547159,2005,7,15,4
2005-07-18,1227.920044,1227.920044,1221.130005,1221.130005,1221.130005,-6.790038999999979,-0.5529707763284986,2005,7,18,0
2005-07-19,1221.130005,1230.339966,1221.130005,1229.349976,1229.349976,8.219970999999987,0.6731446255798135,2005,7,19,1
2005-07-20,1229.349976,1236.560059,1222.910034,1235.199951,1235.199951,5.849975000000086,0.47585920317292363,2005,7,20,2
2005-07-21,1235.199951,1235.829956,1224.699951,1227.040039,1227.040039,-8.159912000000077,-0.6606146635120824,2005,7,21,3
2005-07-22,1227.040039,1234.189941,1226.150024,1233.680054,1233.680054,6.6400149999999485,0.5411408584035549,2005,7,22,4
2005-07-25,1233.680054,1238.359985,1228.150024,1229.030029,1229.030029,-4.650024999999914,-0.3769230916008559,2005,7,25,0
2005-07-26,1229.030029,1234.420044,1229.030029,1231.160034,1231.160034,2.130004999999983,0.1733078077622796,2005,7,26,1
2005-07-27,1231.160034,1237.640015,1230.150024,1236.790039,1236.790039,5.630004999999983,0.45729270318402016,2005,7,27,2
2005-07-28,1236.790039,1245.150024,1235.810059,1243.719971,1243.719971,6.929932000000008,0.5603159616003328,2005,7,28,3
2005-07-29,1243.719971,1245.040039,1234.180054,1234.180054,1234.180054,-9.53991700000006,-0.7670470220341952,2005,7,29,4
2005-08-01,1234.180054,1239.099976,1233.800049,1235.349976,1235.349976,1.1699220000000423,0.0947934619594859,2005,8,1,0
2005-08-02,1235.349976,1244.689941,1235.349976,1244.119995,1244.119995,8.770019000000048,0.7099218173296062,2005,8,2,1
2005-08-03,1244.119995,1245.859985,1240.569946,1245.040039,1245.040039,0.9200439999999617,0.07395138762318343,2005,8,3,2
2005-08-04,1245.040039,1245.040039,1235.150024,1235.859985,1235.859985,-9.180053999999927,-0.7373300225246737,2005,8,4,3
2005-08-05,1235.859985,1235.859985,1225.619995,1226.420044,1226.420044,-9.43994100000009,-0.7638357997326151,2005,8,5,4
2005-08-08,1226.420044,1232.280029,1222.670044,1223.130005,1223.130005,-3.290038999999979,-0.26826363578251744,2005,8,8,0
2005-08-09,1223.130005,1234.109985,1223.130005,1231.380005,1231.380005,8.25,0.6744990284168528,2005,8,9,1
2005-08-10,1231.380005,1242.689941,1226.579956,1229.130005,1229.130005,-2.25,-0.18272182355275612,2005,8,10,2
2005-08-11,1229.130005,1237.810059,1228.329956,1237.810059,1237.810059,8.680053999999927,0.7061949480274832,2005,8,11,3
2005-08-12,1237.810059,1237.810059,1225.869995,1230.390015,1230.390015,-7.420043999999962,-0.5994493214891539,2005,8,12,4
2005-08-15,1230.400024,1236.23999,1226.199951,1233.869995,1233.869995,3.4799800000000687,0.28283552024761516,2005,8,15,0
2005-08-16,1233.869995,1233.869995,1219.050049,1219.339966,1219.339966,-14.530029000000013,-1.177598049946904,2005,8,16,1
2005-08-17,1219.339966,1225.630005,1218.069946,1220.23999,1220.23999,0.9000240000000304,0.07381239236770032,2005,8,17,2
2005-08-18,1220.23999,1222.640015,1215.930054,1219.02002,1219.02002,-1.219970000000103,-0.09997787402460379,2005,8,18,3
2005-08-19,1219.02002,1225.079956,1219.02002,1219.709961,1219.709961,0.6899410000000898,0.056598004026220394,2005,8,19,4
2005-08-22,1219.709961,1228.959961,1216.469971,1221.72998,1221.72998,2.0200190000000475,0.16561470059193173,2005,8,22,0
2005-08-23,1221.72998,1223.040039,1214.439941,1217.589966,1217.589966,-4.140014000000065,-0.3388648938614125,2005,8,23,1
2005-08-24,1217.569946,1224.150024,1209.369995,1209.589966,1209.589966,-8.0,-0.6570356378906017,2005,8,24,2
2005-08-25,1209.589966,1213.72998,1209.569946,1212.369995,1212.369995,2.780029000000013,0.22983234634406102,2005,8,25,3
2005-08-26,1212.400024,1212.400024,1204.22998,1205.099976,1205.099976,-7.2700190000000475,-0.5996534910945317,2005,8,26,4
2005-08-29,1205.099976,1214.280029,1201.530029,1212.280029,1212.280029,7.1800530000000435,0.5958055881664093,2005,8,29,0
2005-08-30,1212.280029,1212.280029,1201.069946,1208.410034,1208.410034,-3.869995000000017,-0.31923276037074677,2005,8,30,1
2005-08-31,1208.410034,1220.359985,1204.400024,1220.329956,1220.329956,11.919922000000042,0.986413689444765,2005,8,31,2
2005-09-01,1220.329956,1227.290039,1216.180054,1221.589966,1221.589966,1.2600099999999657,0.10325158321360384,2005,9,1,3
2005-09-02,1221.589966,1224.449951,1217.75,1218.02002,1218.02002,-3.5699460000000727,-0.29223766561291553,2005,9,2,4
2005-09-06,1218.02002,1233.609985,1218.02002,1233.390015,1233.390015,15.369995000000017,1.2618836100904085,2005,9,6,1
2005-09-07,1233.390015,1237.060059,1230.930054,1236.359985,1236.359985,2.969970000000103,0.24079731178949793,2005,9,7,2
2005-09-08,1236.359985,1236.359985,1229.51001,1231.670044,1231.670044,-4.68994100000009,-0.3793345835274686,2005,9,8,3
2005-09-09,1231.670044,1243.130005,1231.670044,1241.47998,1241.47998,9.809936000000107,0.7964743518597883,2005,9,9,4
2005-09-12,1241.47998,1242.599976,1239.150024,1240.560059,1240.560059,-0.9199210000001585,-0.07409873818505774,2005,9,12,0
2005-09-13,1240.569946,1240.569946,1231.199951,1231.199951,1231.199951,-9.360107999999855,-0.7545066385213905,2005,9,13,1
2005-09-14,1231.199951,1234.73999,1226.160034,1227.160034,1227.160034,-4.0399170000000595,-0.3281284243650928,2005,9,14,2
2005-09-15,1227.160034,1231.880005,1224.849976,1227.72998,1227.72998,0.5699460000000727,0.04644430915357045,2005,9,15,3
2005-09-16,1228.420044,1237.949951,1228.420044,1237.910034,1237.910034,10.180053999999927,0.8291769498045332,2005,9,16,4
2005-09-19,1237.910034,1237.910034,1227.650024,1231.02002,1231.02002,-6.890014000000065,-0.5565843890720124,2005,9,19,0
2005-09-20,1231.02002,1236.48999,1220.069946,1221.339966,1221.339966,-9.680053999999927,-0.7863441570998941,2005,9,20,1
2005-09-21,1221.339966,1221.52002,1209.890015,1210.199951,1210.199951,-11.140014999999948,-0.9121141786987086,2005,9,21,2
2005-09-22,1210.199951,1216.640015,1205.349976,1214.619995,1214.619995,4.420043999999962,0.3652325383377786,2005,9,22,3
2005-09-23,1214.619995,1218.829956,1209.800049,1215.290039,1215.290039,0.6700439999999617,0.055164907770177685,2005,9,23,4
2005-09-26,1215.290039,1222.560059,1211.839966,1215.630005,1215.630005,0.339966000000004,0.027974062905977704,2005,9,26,0
2005-09-27,1215.630005,1220.170044,1211.109985,1215.660034,1215.660034,0.030029000000013184,0.002470241757479563,2005,9,27,1
2005-09-28,1215.660034,1220.97998,1212.719971,1216.890015,1216.890015,1.2299809999999525,0.10117804037308442,2005,9,28,2
2005-09-29,1216.890015,1228.699951,1211.540039,1227.680054,1227.680054,10.790038999999979,0.8866897473885471,2005,9,29,3
2005-09-30,1227.680054,1229.569946,1225.219971,1228.810059,1228.810059,1.1300049999999828,0.09204393248209986,2005,9,30,4
2005-10-03,1228.810059,1233.339966,1225.150024,1226.699951,1226.699951,-2.1101079999998547,-0.17171962294295628,2005,10,3,0
2005-10-04,1226.699951,1229.880005,1214.02002,1214.469971,1214.469971,-12.229980000000069,-0.9969821870482898,2005,10,4,1
2005-10-05,1214.469971,1214.469971,1196.25,1196.390015,1196.390015,-18.07995600000004,-1.4887116546087098,2005,10,5,2
2005-10-06,1196.390015,1202.140015,1181.920044,1191.48999,1191.48999,-4.900024999999914,-0.4095675271913679,2005,10,6,3
2005-10-07,1191.48999,1199.709961,1191.459961,1195.900024,1195.900024,4.410033999999996,0.3701276583951918,2005,10,7,4
2005-10-10,1195.900024,1196.52002,1186.119995,1187.329956,1187.329956,-8.570067999999992,-0.7166207733097285,2005,10,10,0
2005-10-11,1187.329956,1193.099976,1183.160034,1184.869995,1184.869995,-2.459961000000021,-0.20718427826813546,2005,10,11,1
2005-10-12,1184.869995,1190.02002,1173.650024,1177.680054,1177.680054,-7.18994100000009,-0.6068126486737602,2005,10,12,2
2005-10-13,1177.680054,1179.560059,1168.199951,1176.839966,1176.839966,-0.8400879999999233,-0.07133414522446646,2005,10,13,3
2005-10-14,1176.839966,1187.130005,1175.439941,1186.569946,1186.569946,9.729980000000069,0.8267887122385575,2005,10,14,4
2005-10-17,1186.569946,1191.209961,1184.47998,1190.099976,1190.099976,3.530029999999897,0.2974986861836282,2005,10,17,0
2005-10-18,1190.099976,1190.099976,1178.130005,1178.140015,1178.140015,-11.959961000000021,-1.0049543098217817,2005,10,18,1
2005-10-19,1178.140015,1195.76001,1170.550049,1195.76001,1195.76001,17.619995000000017,1.4955773316977172,2005,10,19,2
2005-10-20,1195.76001,1197.300049,1173.300049,1177.800049,1177.800049,-17.95996100000002,-1.5019703661105055,2005,10,20,3
2005-10-21,1177.800049,1186.459961,1174.920044,1179.589966,1179.589966,1.7899170000000595,0.15197121120174018,2005,10,21,4
2005-10-24,1179.589966,1199.390015,1179.589966,1199.380005,1199.380005,19.79003899999998,1.6777049288667856,2005,10,24,0
2005-10-25,1199.380005,1201.300049,1189.290039,1196.540039,1196.540039,-2.839966000000004,-0.23678617186885242,2005,10,25,1
2005-10-26,1196.540039,1204.01001,1191.380005,1191.380005,1191.380005,-5.160033999999996,-0.43124624599377714,2005,10,26,2
2005-10-27,1191.380005,1192.650024,1178.890015,1178.900024,1178.900024,-12.479980999999952,-1.0475231200476554,2005,10,27,3
2005-10-28,1178.900024,1198.410034,1178.900024,1198.410034,1198.410034,19.510009999999966,1.6549333788121068,2005,10,28,4
2005-10-31,1198.410034,1211.430054,1198.410034,1207.01001,1207.01001,8.59997599999997,0.7176154868543172,2005,10,31,0
2005-11-01,1207.01001,1207.339966,1201.660034,1202.76001,1202.76001,-4.25,-0.3521097559083253,2005,11,1,1
2005-11-02,1202.76001,1215.170044,1201.069946,1214.76001,1214.76001,12.0,0.9977052695657962,2005,11,2,2
2005-11-03,1214.76001,1224.699951,1214.76001,1219.939941,1219.939941,5.179931000000124,0.4264159963579983,2005,11,3,3
2005-11-04,1219.939941,1222.52002,1214.449951,1220.140015,1220.140015,0.20007399999985864,0.0164003155627368,2005,11,4,4
2005-11-07,1220.140015,1224.180054,1217.290039,1222.810059,1222.810059,2.6700439999999617,0.21883095113472972,2005,11,7,0
2005-11-08,1222.810059,1222.810059,1216.079956,1218.589966,1218.589966,-4.220092999999906,-0.34511435107518196,2005,11,8,1
2005-11-09,1218.589966,1226.589966,1216.530029,1220.650024,1220.650024,2.0600580000000264,0.1690525982880109,2005,11,9,2
2005-11-10,1220.650024,1232.410034,1215.050049,1230.959961,1230.959961,10.30993699999999,0.8446267805914509,2005,11,10,3
2005-11-11,1230.959961,1235.699951,1230.719971,1234.719971,1234.719971,3.7600099999999657,0.30545347689012736,2005,11,11,4
2005-11-14,1234.719971,1237.199951,1231.780029,1233.76001,1233.76001,-0.9599610000000212,-0.0777472643633148,2005,11,14,0
2005-11-15,1233.76001,1237.939941,1226.410034,1229.01001,1229.01001,-4.75,-0.3850019421524298,2005,11,15,1
2005-11-16,1229.01001,1232.23999,1227.180054,1231.209961,1231.209961,2.1999510000000555,0.1790018781051339,2005,11,16,2
2005-11-17,1231.209961,1242.959961,1231.209961,1242.800049,1242.800049,11.590087999999923,0.941357556154454,2005,11,17,3
2005-11-18,1242.800049,1249.579956,1240.709961,1248.27002,1248.27002,5.469970999999987,0.44013282783512686,2005,11,18,4
2005-11-21,1248.27002,1255.890015,1246.900024,1254.849976,1254.849976,6.579956000000038,0.5271260139693146,2005,11,21,0
2005-11-22,1254.849976,1261.900024,1251.400024,1261.22998,1261.22998,6.380004000000099,0.5084276305552748,2005,11,22,1
2005-11-23,1261.22998,1270.640015,1259.51001,1265.609985,1265.609985,4.380004999999983,0.3472804381005945,2005,11,23,2
2005-11-25,1265.609985,1268.780029,1265.540039,1268.25,1268.25,2.6400149999999485,0.2085962525019136,2005,11,25,4
2005-11-28,1268.25,1268.439941,1257.170044,1257.459961,1257.459961,-10.790038999999979,-0.8507817070766754,2005,11,28,0
2005-11-29,1257.459961,1266.180054,1257.459961,1257.47998,1257.47998,0.020019000000047527,0.0015920188809914748,2005,11,29,1
2005-11-30,1257.47998,1260.930054,1249.390015,1249.47998,1249.47998,-8.0,-0.6361930310811004,2005,11,30,2
2005-12-01,1249.47998,1266.170044,1249.47998,1264.670044,1264.670044,15.190063999999893,1.2157108751754464,2005,12,1,3
2005-12-02,1264.670044,1266.849976,1261.420044,1265.079956,1265.079956,0.40991200000007666,0.032412564996286974,2005,12,2,4
2005-12-05,1265.079956,1265.079956,1258.119995,1262.089966,1262.089966,-2.9899900000000343,-0.23634790716737797,2005,12,5,0
2005-12-06,1262.089966,1272.890015,1262.089966,1263.699951,1263.699951,1.6099850000000515,0.12756499483967954,2005,12,6,1
2005-12-07,1263.699951,1264.849976,1253.02002,1257.369995,1257.369995,-6.329956000000038,-0.5009065636974119,2005,12,7,2
2005-12-08,1257.369995,1263.359985,1250.910034,1255.839966,1255.839966,-1.5300290000000132,-0.12168486651377153,2005,12,8,3
2005-12-09,1255.839966,1263.079956,1254.23999,1259.369995,1259.369995,3.530029000000013,0.28108907946635675,2005,12,9,4
2005-12-12,1259.369995,1263.859985,1255.52002,1260.430054,1260.430054,1.0600589999999102,0.08417375387761439,2005,12,12,0
2005-12-13,1260.430054,1272.109985,1258.560059,1267.430054,1267.430054,7.0,0.5553660020867657,2005,12,13,1
2005-12-14,1267.430054,1275.800049,1267.069946,1272.73999,1272.73999,5.309936000000107,0.41895298152683225,2005,12,14,2
2005-12-15,1272.73999,1275.170044,1267.73999,1270.939941,1270.939941,-1.8000489999999445,-0.14143100822973098,2005,12,15,3
2005-12-16,1270.939941,1275.23999,1267.319946,1267.319946,1267.319946,-3.619995000000017,-0.2848281719080914,2005,12,16,4
2005-12-19,1267.319946,1270.51001,1259.280029,1259.920044,1259.920044,-7.399902000000111,-0.583901644044682,2005,12,19,0
2005-12-20,1259.920044,1263.859985,1257.209961,1259.619995,1259.619995,-0.3000489999999445,-0.023814923925435938,2005,12,20,1
2005-12-21,1259.619995,1269.369995,1259.619995,1262.790039,1262.790039,3.1700439999999617,0.2516666941286605,2005,12,21,2
2005-12-22,1262.790039,1268.189941,1262.5,1268.119995,1268.119995,5.329956000000038,0.42207776711802314,2005,12,22,3
2005-12-23,1268.119995,1269.76001,1265.920044,1268.660034,1268.660034,0.5400389999999788,0.042585796464789105,2005,12,23,4
2005-12-27,1268.660034,1271.829956,1256.540039,1256.540039,1256.540039,-12.119995000000017,-0.9553382841096081,2005,12,27,1
2005-12-28,1256.540039,1261.099976,1256.540039,1258.170044,1258.170044,1.6300049999999828,0.12972169205982542,2005,12,28,2
2005-12-29,1258.170044,1260.609985,1254.180054,1254.420044,1254.420044,-3.75,-0.29805192214542586,2005,12,29,3
2005-12-30,1254.420044,1254.420044,1246.589966,1248.290039,1248.290039,-6.130004999999983,-0.48867243706127717,2005,12,30,4
