date,open,high,low,close,first_diff,pc_change,year,month,day_of_week,day
2002-05-15,3422.07,3435.68,3382.11,3395.59,-24.73999999999978,-0.7233220186356193,2002,5,2,15
2002-05-16,3399.14,3405.29,3342.34,3355.61,-39.98000000000002,-1.1774095223510472,2002,5,3,16
2002-05-17,3357.29,3373.4,3310.86,3333.76,-21.84999999999991,-0.6511483754071512,2002,5,4,17
2002-05-20,3343.66,3361.77,3274.62,3282.81,-50.95000000000027,-1.5283043770397464,2002,5,0,20
2002-05-21,3266.16,3266.16,3127.87,3186.53,-96.27999999999975,-2.932853256813517,2002,5,1,21
2002-05-22,3187.54,3198.81,3144.18,3175.49,-11.040000000000418,-0.34645837321476414,2002,5,2,22
2002-05-23,3193.64,3193.64,3106.56,3114.05,-61.4399999999996,-1.9348195081703823,2002,5,3,23
2002-05-24,3153.03,3261.9,3153.03,3255.62,141.5699999999997,4.5461697789052735,2002,5,4,24
2002-05-27,3264.19,3264.19,3200.94,3243.41,-12.210000000000036,-0.37504377046461146,2002,5,0,27
2002-05-28,3231.82,3231.82,3140.38,3146.83,-96.57999999999993,-2.9777302283707563,2002,5,1,28
2002-05-29,3155.67,3179.85,3108.0,3160.24,13.409999999999854,0.4261431345194966,2002,5,2,29
2002-05-30,3161.9,3192.5,3131.63,3135.89,-24.34999999999991,-0.770511100422755,2002,5,3,30
2002-05-31,3136.41,3140.03,3097.73,3125.73,-10.159999999999854,-0.3239909563154231,2002,5,4,31
2002-06-03,3162.27,3185.57,3148.57,3161.09,35.36000000000013,1.1312557386594424,2002,6,0,3
2002-06-04,3161.43,3195.56,3161.43,3191.6,30.509999999999764,0.9651734053759853,2002,6,1,4
2002-06-05,3200.71,3269.24,3200.71,3255.52,63.92000000000007,2.0027572377490976,2002,6,2,5
2002-06-06,3277.35,3282.35,3229.38,3259.31,3.7899999999999636,0.11641765370815627,2002,6,3,6
2002-06-07,3246.97,3246.97,3205.51,3217.76,-41.54999999999973,-1.2748096989853575,2002,6,4,7
2002-06-10,3231.09,3283.25,3231.09,3279.49,61.72999999999956,1.9184152951121192,2002,6,0,10
2002-06-11,3339.96,3368.56,3323.37,3362.42,82.93000000000029,2.5287468478330632,2002,6,1,11
2002-06-12,3359.27,3377.88,3337.39,3344.41,-18.01000000000022,-0.5356261264208628,2002,6,2,12
2002-06-13,3358.97,3369.63,3307.16,3311.16,-33.25,-0.9941962857424769,2002,6,3,13
2002-06-14,3312.05,3321.92,3295.64,3312.07,0.9100000000003092,0.02748281568998312,2002,6,4,14
2002-06-17,3350.03,3350.44,3318.7,3323.5,11.429999999999836,0.3451014018423404,2002,6,0,17
2002-06-18,3337.32,3361.73,3282.32,3284.54,-38.960000000000036,-1.1722581615766559,2002,6,1,18
2002-06-19,3284.32,3306.11,3222.23,3242.26,-42.279999999999745,-1.2872426580282093,2002,6,2,19
2002-06-20,3223.47,3276.06,3223.47,3264.02,21.759999999999764,0.6711367996397488,2002,6,3,20
2002-06-21,3268.1,3268.1,3232.66,3242.75,-21.269999999999982,-0.6516504188087024,2002,6,4,21
2002-06-24,3238.37,3238.37,3210.95,3231.62,-11.13000000000011,-0.3432271991365421,2002,6,0,24
2002-06-25,3226.21,3244.33,3193.68,3214.34,-17.279999999999745,-0.5347163342224515,2002,6,1,25
2002-06-26,3200.79,3206.87,3176.05,3180.89,-33.45000000000027,-1.0406490912598043,2002,6,2,26
2002-06-27,3199.03,3221.6,3189.96,3217.15,36.26000000000022,1.1399325346050926,2002,6,3,27
2002-06-28,3231.24,3252.65,3222.09,3244.7,27.549999999999727,0.8563480098845222,2002,6,4,28
2002-07-01,3246.44,3293.21,3246.44,3288.71,44.01000000000022,1.3563657657102324,2002,7,0,1
2002-07-02,3276.21,3296.87,3274.03,3285.04,-3.6700000000000728,-0.11159390764160504,2002,7,1,2
2002-07-03,3283.03,3314.23,3279.83,3310.19,25.15000000000009,0.7655918953802798,2002,7,2,3
2002-07-04,3322.31,3337.69,3313.74,3316.77,6.579999999999927,0.19878013044567489,2002,7,3,4
2002-07-05,3322.14,3334.87,3309.61,3330.61,13.840000000000146,0.41727343168203035,2002,7,4,5
2002-07-08,3336.14,3366.72,3332.12,3357.66,27.049999999999727,0.8121635376102221,2002,7,0,8
2002-07-09,3356.85,3361.92,3343.1,3358.58,0.9200000000000728,0.027400034547864216,2002,7,1,9
2002-07-10,3359.47,3366.74,3328.2,3332.36,-26.2199999999998,-0.7806870760857176,2002,7,2,10
2002-07-11,3332.15,3332.15,3287.91,3290.56,-41.80000000000018,-1.25436627495229,2002,7,3,11
2002-07-12,3296.3,3318.33,3293.66,3305.83,15.269999999999982,0.464054750559173,2002,7,4,12
2002-07-15,3302.64,3305.85,3258.72,3278.71,-27.11999999999989,-0.8203688634926709,2002,7,0,15
2002-07-16,3279.5,3286.94,3224.35,3229.18,-49.5300000000002,-1.5106551052090689,2002,7,1,16
2002-07-17,3232.39,3236.68,3192.67,3216.07,-13.109999999999673,-0.4059854204472857,2002,7,2,17
2002-07-18,3224.23,3253.4,3215.33,3245.74,29.669999999999618,0.9225545463873441,2002,7,3,18
2002-07-19,3239.66,3250.59,3227.27,3230.27,-15.4699999999998,-0.4766247450504246,2002,7,4,19
2002-07-22,3212.83,3212.83,3147.37,3153.34,-76.92999999999984,-2.3815346704764595,2002,7,0,22
2002-07-23,3142.48,3179.08,3135.39,3176.93,23.58999999999969,0.7480956699880137,2002,7,1,23
2002-07-24,3163.45,3167.6,3105.2,3107.48,-69.44999999999982,-2.1860727180013306,2002,7,2,24
2002-07-25,3149.18,3169.96,3091.33,3094.96,-12.519999999999982,-0.40289881189903287,2002,7,3,25
2002-07-26,3079.33,3084.34,3011.89,3024.35,-70.61000000000013,-2.281451133455692,2002,7,4,26
2002-07-29,3039.56,3039.56,2955.1,3030.06,5.710000000000036,0.18880089936681443,2002,7,0,29
2002-07-30,3043.23,3080.7,2983.1,2990.91,-39.15000000000009,-1.2920536227005397,2002,7,1,30
2002-07-31,2981.05,2998.34,2932.35,2987.65,-3.2599999999997635,-0.10899692735655275,2002,7,2,31
2002-08-01,2998.46,3018.52,2965.97,2975.81,-11.840000000000146,-0.39629809381955816,2002,8,3,1
2002-08-02,2960.48,2992.19,2933.39,2985.01,9.200000000000273,0.3091595229534283,2002,8,4,2
2002-08-05,2996.89,3018.71,2980.49,3011.35,26.33999999999969,0.8824091041570892,2002,8,0,5
2002-08-06,2997.96,3026.98,2981.51,3023.26,11.91000000000031,0.3955036777525178,2002,8,1,6
2002-08-07,3042.28,3055.22,3004.12,3009.48,-13.7800000000002,-0.45579936889318384,2002,8,2,7
2002-08-08,3014.68,3019.49,2945.5,2950.09,-59.38999999999987,-1.97343062588885,2002,8,3,8
2002-08-09,2974.68,2982.51,2931.78,2976.34,26.25,0.8898033619313406,2002,8,4,9
2002-08-12,2972.59,3014.3,2972.59,3007.85,31.509999999999764,1.0586828117755243,2002,8,0,12
2002-08-13,3009.48,3066.7,3009.48,3036.4,28.550000000000182,0.9491829712253042,2002,8,1,13
2002-08-14,3032.99,3037.37,3013.16,3020.7,-15.700000000000273,-0.5170596759320301,2002,8,2,14
2002-08-16,3031.24,3070.86,3031.24,3065.9,45.20000000000027,1.4963419075048945,2002,8,4,16
2002-08-19,3073.13,3079.99,3061.39,3064.04,-1.8600000000001273,-0.06066734074823277,2002,8,0,19
2002-08-20,3071.13,3094.8,3067.92,3089.58,25.539999999999964,0.8335400321144659,2002,8,1,20
2002-08-21,3083.82,3109.91,3082.02,3084.38,-5.199999999999818,-0.16830766641420247,2002,8,2,21
2002-08-22,3094.18,3109.72,3077.89,3080.7,-3.680000000000291,-0.11931085015466358,2002,8,3,22
2002-08-23,3083.0,3120.69,3083.0,3119.18,38.48000000000002,1.2490667705391534,2002,8,4,23
2002-08-26,3119.0,3130.78,3110.93,3123.6,4.420000000000073,0.1417039093607908,2002,8,0,26
2002-08-27,3128.41,3142.52,3093.9,3097.85,-25.75,-0.824369317454221,2002,8,1,27
2002-08-28,3093.66,3103.38,3078.13,3099.38,1.5300000000002,0.049389092435081494,2002,8,2,28
2002-08-29,3099.12,3117.53,3091.56,3114.16,14.779999999999745,0.47686956746186837,2002,8,3,29
2002-08-30,3110.98,3185.08,3109.97,3181.23,67.07000000000016,2.153710791995289,2002,8,4,30
2002-09-02,3206.81,3227.62,3179.33,3187.26,6.0300000000002,0.18954932526098478,2002,9,0,2
2002-09-03,3190.2,3193.44,3150.1,3159.77,-27.490000000000236,-0.8624963134479247,2002,9,1,3
2002-09-04,3145.34,3180.6,3126.75,3173.35,13.579999999999927,0.4297781167616588,2002,9,2,4
2002-09-05,3185.32,3197.29,3166.22,3181.47,8.11999999999989,0.2558810090283137,2002,9,3,5
2002-09-06,3176.15,3177.49,3131.15,3141.11,-40.35999999999967,-1.2685959635011401,2002,9,4,6
2002-09-09,3121.9,3126.3,3081.63,3089.47,-51.64000000000033,-1.6440048263193674,2002,9,0,9
2002-09-11,3096.93,3130.41,3096.93,3125.66,36.190000000000055,1.1713983304579845,2002,9,2,11
2002-09-12,3125.55,3136.88,3120.45,3131.34,5.680000000000291,0.18172162039378215,2002,9,3,12
2002-09-13,3115.98,3127.29,3093.71,3098.94,-32.40000000000009,-1.0347007990189505,2002,9,4,13
2002-09-16,3107.89,3109.91,3072.43,3076.01,-22.929999999999836,-0.7399304278236984,2002,9,0,16
2002-09-17,3078.16,3107.89,3078.16,3103.9,27.889999999999873,0.9066940614627317,2002,9,1,17
2002-09-18,3084.02,3094.61,3062.43,3069.78,-34.11999999999989,-1.0992622184993084,2002,9,2,18
2002-09-19,3071.1,3071.1,3027.5,3040.3,-29.480000000000018,-0.9603294047130451,2002,9,3,19
2002-09-20,3010.14,3030.8,2993.78,3024.35,-15.950000000000273,-0.5246192809920114,2002,9,4,20
2002-09-23,3030.65,3035.93,3008.5,3021.28,-3.069999999999709,-0.10150941524623702,2002,9,0,23
2002-09-24,3005.92,3032.22,2993.01,3022.25,0.9699999999997999,0.03210559762749643,2002,9,1,24
2002-09-25,2973.97,3023.65,2973.97,3021.08,-1.1700000000000728,-0.03871287947720958,2002,9,2,25
2002-09-26,3011.42,3038.06,3011.42,3014.69,-6.389999999999873,-0.21151376328994997,2002,9,3,26
2002-09-27,3020.23,3039.43,3012.82,3037.26,22.570000000000164,0.7486673588329218,2002,9,4,27
2002-09-30,3029.56,3029.56,2988.43,2991.36,-45.90000000000009,-1.511230516979123,2002,9,0,30
2002-10-01,2976.04,2987.48,2948.75,2959.66,-31.700000000000273,-1.0597186563971017,2002,10,1,1
2002-10-03,2963.61,2970.29,2921.69,2938.06,-21.59999999999991,-0.7298135596656374,2002,10,3,3
2002-10-04,2934.67,2942.16,2916.38,2930.51,-7.549999999999727,-0.25697228783617687,2002,10,4,4
2002-10-07,2939.18,2957.99,2927.47,2952.78,22.269999999999982,0.7599359838389885,2002,10,0,7
2002-10-08,2954.29,2978.91,2953.95,2973.35,20.56999999999971,0.6966316488190794,2002,10,1,8
2002-10-09,2982.01,2992.91,2953.13,2956.89,-16.460000000000036,-0.5535843408949526,2002,10,2,9
2002-10-10,2954.13,2972.62,2934.76,2969.49,12.599999999999909,0.42612339315970527,2002,10,3,10
2002-10-11,2990.99,3005.78,2989.06,2995.77,26.2800000000002,0.8850004546235191,2002,10,4,11
2002-10-14,2996.16,3013.39,2993.25,3003.39,7.619999999999891,0.2543586456904112,2002,10,0,14
2002-10-16,3024.99,3031.01,2991.92,2994.99,-8.400000000000091,-0.2796839571284515,2002,10,2,16
2002-10-17,2995.7,3010.7,2980.14,3006.14,11.150000000000091,0.37228838827509936,2002,10,3,17
2002-10-18,3027.9,3038.92,3002.12,3009.76,3.6200000000003456,0.12042020664375652,2002,10,4,18
2002-10-21,3012.18,3018.99,2992.54,2998.01,-11.75,-0.39039657647121917,2002,10,0,21
2002-10-22,2999.54,3006.13,2963.02,2965.97,-32.04000000000042,-1.0687089102438097,2002,10,1,22
2002-10-23,2961.75,2969.55,2941.29,2948.96,-17.009999999999764,-0.5735054636425763,2002,10,2,23
2002-10-24,2944.28,2958.01,2906.2,2908.05,-40.909999999999854,-1.3872687320275578,2002,10,3,24
2002-10-25,2903.96,2906.84,2855.9,2875.53,-32.51999999999998,-1.1182751328209672,2002,10,4,25
2002-10-28,2876.32,2876.32,2828.48,2834.41,-41.120000000000346,-1.4299972526803928,2002,10,0,28
2002-10-29,2846.8,2891.03,2846.8,2885.23,50.820000000000164,1.7929657318454417,2002,10,1,29
2002-10-30,2898.02,2908.21,2884.21,2888.59,3.3600000000001273,0.1164551872814279,2002,10,2,30
2002-10-31,2904.91,2955.49,2900.87,2949.32,60.73000000000002,2.102409826247409,2002,10,3,31
2002-11-01,2956.94,2962.32,2928.63,2950.58,1.2599999999997635,0.04272171212347242,2002,11,4,1
2002-11-04,2986.54,2994.8,2974.93,2987.58,37.0,1.2539907408035011,2002,11,0,4
2002-11-05,2993.58,2993.58,2967.19,2982.39,-5.190000000000055,-0.17371919747756204,2002,11,1,5
2002-11-07,2983.74,2993.61,2958.32,2975.26,-7.129999999999654,-0.23907000761133057,2002,11,3,7
2002-11-08,2965.19,2966.59,2950.71,2956.84,-18.420000000000073,-0.6191055571613924,2002,11,4,8
2002-11-11,2954.99,2959.12,2942.46,2948.04,-8.800000000000182,-0.2976150214418105,2002,11,0,11
2002-11-12,2941.54,2963.83,2935.97,2961.24,13.199999999999818,0.447755118655091,2002,11,1,12
2002-11-13,2972.35,2977.67,2957.19,2960.66,-0.5799999999999272,-0.01958638948548197,2002,11,2,13
2002-11-14,2963.82,2991.61,2963.82,2986.56,25.90000000000009,0.8748049421412718,2002,11,3,14
2002-11-15,2997.47,3037.61,2997.47,3033.91,47.34999999999991,1.5854360870031003,2002,11,4,15
2002-11-18,3046.9,3071.28,3041.34,3057.16,23.25,0.7663378280832411,2002,11,0,18
2002-11-20,3056.18,3084.03,3056.18,3075.48,18.320000000000164,0.5992489761739606,2002,11,2,20
2002-11-21,3089.51,3110.38,3089.51,3101.36,25.88000000000011,0.8414946609960117,2002,11,3,21
2002-11-22,3121.17,3162.66,3121.17,3141.61,40.25,1.2978177315758233,2002,11,4,22
2002-11-25,3146.93,3183.29,3140.31,3175.56,33.94999999999982,1.0806560967147272,2002,11,0,25
2002-11-26,3190.67,3210.68,3181.25,3187.76,12.200000000000273,0.38418420688004495,2002,11,1,26
2002-11-27,3193.13,3206.63,3158.0,3174.11,-13.650000000000091,-0.42820036640148773,2002,11,2,27
2002-11-28,3192.12,3229.75,3192.12,3220.75,46.63999999999987,1.469388269467653,2002,11,3,28
2002-11-29,3224.98,3245.98,3195.6,3228.82,8.070000000000164,0.2505627571217861,2002,11,4,29
2002-12-02,3247.6,3277.37,3238.89,3270.36,41.539999999999964,1.2865381160919398,2002,12,0,2
2002-12-03,3276.7,3292.87,3223.03,3230.14,-40.220000000000255,-1.229834024388765,2002,12,1,3
2002-12-04,3243.86,3243.86,3188.78,3207.36,-22.779999999999745,-0.7052325905378631,2002,12,2,4
2002-12-05,3186.62,3250.25,3186.62,3229.73,22.36999999999989,0.6974583458046357,2002,12,3,5
2002-12-06,3235.68,3309.8,3235.68,3306.29,76.55999999999995,2.3704767890814438,2002,12,4,6
2002-12-09,3320.87,3349.36,3264.76,3269.31,-36.98000000000002,-1.1184741810307042,2002,12,0,9
2002-12-10,3256.63,3294.69,3241.4,3289.68,20.36999999999989,0.623067252723053,2002,12,1,10
2002-12-11,3298.94,3324.23,3287.28,3303.27,13.590000000000146,0.41311008973516916,2002,12,2,11
2002-12-12,3316.84,3331.27,3299.48,3324.48,21.210000000000036,0.6420910188994489,2002,12,3,12
2002-12-13,3335.28,3349.49,3329.21,3342.97,18.48999999999978,0.5561772066608794,2002,12,4,13
2002-12-16,3360.2,3371.16,3324.4,3328.39,-14.579999999999927,-0.43613912179887304,2002,12,0,16
2002-12-17,3338.88,3347.92,3301.78,3311.06,-17.329999999999927,-0.5206721568085437,2002,12,1,17
2002-12-18,3321.12,3348.57,3319.25,3333.31,22.25,0.6719902387754884,2002,12,2,18
2002-12-19,3332.72,3345.67,3313.45,3333.86,0.5500000000001819,0.01650011550080599,2002,12,3,19
2002-12-20,3339.46,3356.0,3329.1,3337.22,3.3599999999996726,0.10078407611595619,2002,12,4,20
2002-12-23,3346.56,3351.01,3321.07,3329.61,-7.609999999999673,-0.22803411222513947,2002,12,0,23
2002-12-24,3328.66,3359.39,3318.02,3352.77,23.159999999999854,0.6955769594637173,2002,12,1,24
2002-12-26,3360.86,3399.37,3360.41,3382.64,29.86999999999989,0.8909051321742911,2002,12,3,26
2002-12-27,3393.58,3413.83,3393.58,3398.0,15.360000000000127,0.4540832012865703,2002,12,4,27
2002-12-30,3389.12,3389.12,3359.76,3374.97,-23.0300000000002,-0.6777516185991872,2002,12,0,30
2002-12-31,3376.48,3398.11,3374.73,3377.28,2.3100000000004,0.0684450528449343,2002,12,1,31
2003-01-01,3383.85,3396.8,3381.07,3390.12,12.83999999999969,0.3801876065946397,2003,1,2,1
2003-01-02,3399.72,3407.24,3363.11,3365.06,-25.059999999999945,-0.7392068717331557,2003,1,3,2
2003-01-03,3380.44,3386.97,3351.89,3357.54,-7.519999999999982,-0.22347298413698535,2003,1,4,3
2003-01-06,3364.72,3364.72,3330.02,3334.89,-22.65000000000009,-0.6746010471952668,2003,1,0,6
2003-01-07,3350.18,3352.43,3320.42,3330.5,-4.389999999999873,-0.13163852480890803,2003,1,1,7
2003-01-08,3339.89,3362.12,3338.94,3357.87,27.36999999999989,0.82179852874944,2003,1,2,8
2003-01-09,3367.34,3388.19,3366.28,3384.2,26.329999999999927,0.7841280335450618,2003,1,3,9
2003-01-10,3416.92,3416.92,3342.12,3358.99,-25.210000000000036,-0.7449323326044532,2003,1,4,10
2003-01-13,3355.07,3356.93,3324.25,3327.16,-31.829999999999927,-0.9476062745051306,2003,1,0,13
2003-01-14,3334.94,3341.55,3321.49,3335.35,8.190000000000055,0.24615588069103467,2003,1,1,14
2003-01-15,3333.2,3359.98,3333.2,3357.69,22.340000000000146,0.6697947741616472,2003,1,2,15
2003-01-16,3358.47,3377.27,3352.55,3373.52,15.829999999999927,0.4714550777469073,2003,1,3,16
2003-01-17,3377.94,3382.53,3366.24,3370.39,-3.130000000000109,-0.0927814271147076,2003,1,4,17
2003-01-20,3364.53,3368.08,3338.09,3341.89,-28.5,-0.8455994706843994,2003,1,0,20
2003-01-21,3348.32,3356.82,3336.95,3354.14,12.25,0.3665590429367871,2003,1,1,21
2003-01-22,3364.11,3367.23,3345.62,3357.04,2.900000000000091,0.08646031471555293,2003,1,2,22
2003-01-23,3351.75,3360.37,3324.49,3328.18,-28.860000000000127,-0.8596859137811941,2003,1,3,23
2003-01-24,3332.02,3340.68,3281.93,3287.86,-40.31999999999971,-1.2114729371608401,2003,1,4,24
2003-01-27,3283.93,3286.46,3221.69,3247.71,-40.15000000000009,-1.2211590517844484,2003,1,0,27
2003-01-28,3247.09,3269.13,3209.51,3267.84,20.13000000000011,0.6198213510442807,2003,1,1,28
2003-01-29,3273.78,3275.92,3225.74,3238.02,-29.820000000000164,-0.9125293772032972,2003,1,2,29
2003-01-30,3246.54,3256.48,3217.37,3219.88,-18.139999999999873,-0.5602188992038348,2003,1,3,30
2003-01-31,3216.16,3257.48,3199.18,3250.38,30.5,0.9472402698237126,2003,1,4,31
2003-02-03,3260.04,3283.48,3250.52,3279.83,29.449999999999818,0.9060479082445783,2003,2,0,3
2003-02-04,3283.59,3295.25,3271.75,3278.13,-1.699999999999818,-0.051831954704961714,2003,2,1,4
2003-02-05,3268.61,3277.09,3239.02,3256.08,-22.050000000000182,-0.6726395841531674,2003,2,2,5
2003-02-06,3253.14,3311.18,3253.14,3305.44,49.36000000000013,1.5159332694528516,2003,2,3,6
2003-02-07,3309.46,3309.96,3277.33,3279.77,-25.670000000000073,-0.7765985768914296,2003,2,4,7
2003-02-10,3281.37,3281.42,3252.49,3256.86,-22.909999999999854,-0.6985245916634408,2003,2,0,10
2003-02-11,3269.85,3278.79,3249.63,3261.47,4.609999999999673,0.1415473799917688,2003,2,1,11
2003-02-12,3266.26,3268.39,3236.33,3247.51,-13.959999999999582,-0.4280278524714243,2003,2,2,12
2003-02-14,3250.65,3254.04,3218.37,3223.41,-24.100000000000364,-0.7421070296935284,2003,2,4,14
2003-02-17,3248.9,3287.01,3248.9,3282.45,59.039999999999964,1.8316006961571762,2003,2,0,17
2003-02-18,3284.04,3301.92,3284.04,3289.09,6.640000000000327,0.20228792517784644,2003,2,1,18
2003-02-19,3303.09,3317.8,3300.85,3302.04,12.949999999999818,0.3937259241918012,2003,2,2,19
2003-02-20,3301.81,3307.87,3284.58,3303.22,1.1799999999998363,0.03573548473063681,2003,2,3,20
2003-02-21,3303.33,3313.6,3294.68,3307.2,3.980000000000018,0.12048849304617804,2003,2,4,21
2003-02-24,3318.25,3341.61,3318.25,3322.17,14.970000000000255,0.4526487663280232,2003,2,0,24
2003-02-25,3316.91,3316.91,3279.0,3281.92,-40.25,-1.2115575060878903,2003,2,1,25
2003-02-26,3291.07,3292.69,3259.0,3260.48,-21.440000000000055,-0.653276131045244,2003,2,2,26
2003-02-27,3254.84,3283.29,3251.4,3277.34,16.860000000000127,0.5171017764255659,2003,2,3,27
2003-02-28,3294.6,3316.74,3269.8,3283.66,6.319999999999709,0.19283931481017813,2003,2,4,28
2003-03-03,3301.67,3311.57,3274.64,3277.27,-6.389999999999873,-0.19459992812896898,2003,3,0,3
2003-03-04,3271.06,3272.19,3240.16,3244.8,-32.4699999999998,-0.990763653894855,2003,3,1,4
2003-03-05,3233.43,3235.85,3190.06,3226.1,-18.700000000000273,-0.5763067061144045,2003,3,2,5
2003-03-06,3252.28,3252.28,3186.43,3190.35,-35.75,-1.1081491584265857,2003,3,3,6
2003-03-07,3182.16,3182.16,3142.89,3153.06,-37.289999999999964,-1.1688372749071418,2003,3,4,7
2003-03-10,3152.9,3162.27,3115.32,3125.88,-27.179999999999836,-0.8620197522406725,2003,3,0,10
2003-03-11,3117.49,3159.48,3100.14,3154.91,29.029999999999745,0.9286984785084496,2003,3,1,11
2003-03-12,3151.6,3158.98,3106.85,3110.08,-44.82999999999993,-1.4209597104196336,2003,3,2,12
2003-03-13,3113.35,3127.3,3086.43,3108.24,-1.8400000000001455,-0.05916246527420954,2003,3,3,13
2003-03-17,3115.14,3115.14,3049.05,3084.91,-23.329999999999927,-0.7505855403701078,2003,3,0,17
2003-03-19,3103.87,3128.83,3103.87,3121.18,36.26999999999998,1.1757231167197846,2003,3,2,19
2003-03-20,3118.8,3197.66,3118.32,3192.93,71.75,2.298810065423984,2003,3,3,20
2003-03-21,3195.66,3209.46,3179.79,3200.15,7.220000000000255,0.22612459402493457,2003,3,4,21
2003-03-22,3208.58,3225.26,3208.58,3218.73,18.579999999999927,0.5805977844788535,2003,3,5,22
2003-03-24,3216.07,3216.07,3137.56,3140.36,-78.36999999999989,-2.4348112454290916,2003,3,0,24
2003-03-25,3122.7,3143.02,3102.65,3140.42,0.05999999999994543,0.0019106089747644717,2003,3,1,25
2003-03-26,3148.07,3165.38,3139.65,3143.58,3.1599999999998545,0.10062348348309769,2003,3,2,26
2003-03-27,3138.89,3146.29,3115.06,3116.79,-26.789999999999964,-0.8522130819002549,2003,3,3,27
2003-03-28,3115.37,3130.33,3099.0,3115.44,-1.349999999999909,-0.04331379399958868,2003,3,4,28
2003-03-31,3106.93,3106.93,3039.83,3048.72,-66.72000000000025,-2.141591556890854,2003,3,0,31
2003-04-01,3037.54,3089.6,3037.54,3080.95,32.23000000000002,1.0571649741530909,2003,4,1,1
2003-04-02,3083.94,3120.31,3079.62,3116.99,36.039999999999964,1.1697690647365144,2003,4,2,2
2003-04-03,3130.84,3155.12,3119.8,3151.16,34.17000000000007,1.0962499077635801,2003,4,3,3
2003-04-04,3145.0,3169.2,3130.8,3167.7,16.539999999999964,0.5248860736998484,2003,4,4,4
2003-04-07,3181.94,3221.9,3180.87,3215.24,47.539999999999964,1.5007734318275068,2003,4,0,7
2003-04-08,3205.92,3209.42,3172.68,3174.86,-40.379999999999654,-1.255893805750108,2003,4,1,8
2003-04-09,3160.74,3164.6,3126.83,3141.25,-33.61000000000013,-1.0586293568850325,2003,4,2,9
2003-04-10,3137.24,3137.24,3021.74,3035.33,-105.92000000000007,-3.371906088340626,2003,4,3,10
2003-04-11,3030.46,3048.07,2962.97,2997.87,-37.460000000000036,-1.2341326972684974,2003,4,4,11
2003-04-15,3010.96,3018.66,2948.67,2997.38,-0.4899999999997817,-0.01634493823947647,2003,4,1,15
2003-04-16,3005.35,3037.3,3000.72,3032.32,34.940000000000055,1.16568469796956,2003,4,2,16
2003-04-17,3002.68,3011.92,2971.94,2984.5,-47.820000000000164,-1.5770103419164294,2003,4,3,17
2003-04-21,2992.9,3002.11,2985.6,2996.97,12.4699999999998,0.4178254313955465,2003,4,0,21
2003-04-22,2994.5,2998.13,2971.69,2985.54,-11.429999999999836,-0.38138519905103196,2003,4,1,22
2003-04-23,2997.34,3009.01,2943.45,2947.33,-38.210000000000036,-1.2798354736496598,2003,4,2,23
2003-04-24,2951.09,2973.03,2932.34,2937.23,-10.099999999999909,-0.34268303854675386,2003,4,3,24
2003-04-25,2935.08,2937.59,2908.29,2924.03,-13.199999999999818,-0.44940300895741636,2003,4,4,25
2003-04-28,2909.42,2942.45,2904.44,2936.71,12.679999999999836,0.4336480815860355,2003,4,0,28
2003-04-29,2949.04,2961.47,2944.13,2950.14,13.429999999999836,0.4573144777659355,2003,4,1,29
2003-04-30,2942.42,2962.4,2942.42,2959.79,9.650000000000091,0.32710312052988133,2003,4,2,30
2003-05-02,2949.04,2968.96,2939.16,2966.63,6.8400000000001455,0.23109747651015589,2003,5,4,2
2003-05-05,2977.47,2988.69,2967.88,2975.47,8.83999999999969,0.2979812110037283,2003,5,0,5
2003-05-06,2981.87,3001.21,2972.33,2993.0,17.5300000000002,0.5891506215824904,2003,5,1,6
2003-05-07,2988.18,3003.0,2978.54,2980.74,-12.260000000000218,-0.4096224523889136,2003,5,2,7
2003-05-08,2980.25,2989.23,2953.42,2961.6,-19.139999999999873,-0.642122425974756,2003,5,3,8
2003-05-09,2953.12,2960.92,2943.84,2950.0,-11.599999999999909,-0.39168017287951606,2003,5,4,9
2003-05-12,2955.19,2965.37,2934.78,2942.78,-7.2199999999998,-0.2447457627118621,2003,5,0,12
2003-05-13,2947.03,2964.96,2947.03,2960.62,17.83999999999969,0.6062294836854942,2003,5,1,13
2003-05-14,2959.51,2997.64,2959.51,2993.94,33.320000000000164,1.1254399416338545,2003,5,2,14
2003-05-15,2996.67,3016.94,2993.39,3012.97,19.029999999999745,0.6356172802393978,2003,5,3,15
2003-05-16,3019.48,3059.42,3019.48,3056.58,43.61000000000013,1.4474090349389623,2003,5,4,16
2003-05-19,3063.14,3082.21,3039.93,3043.89,-12.690000000000055,-0.4151698957658545,2003,5,0,19
2003-05-20,3032.85,3066.29,3025.2,3062.92,19.0300000000002,0.6251868497219037,2003,5,1,20
2003-05-21,3068.12,3092.38,3054.47,3057.09,-5.829999999999927,-0.19034124299687205,2003,5,2,21
2003-05-22,3055.2,3067.12,3032.91,3040.79,-16.300000000000182,-0.5331867887435449,2003,5,3,22
2003-05-23,3041.63,3060.48,3036.42,3049.84,9.050000000000182,0.29762002637472307,2003,5,4,23
2003-05-26,3051.3,3101.75,3050.16,3096.69,46.84999999999991,1.5361461584870062,2003,5,0,26
2003-05-27,3103.56,3118.58,3076.99,3081.94,-14.75,-0.47631503314830015,2003,5,1,27
2003-05-28,3093.72,3133.17,3086.15,3130.46,48.51999999999998,1.57433304996204,2003,5,2,28
